B L,5.151999473571777
B L,5.151999473571777
B R,4.752080917358398
B R,4.752080917358398
B W,8.773571014404297
B W,8.773571014404297
D G,12.809581756591797
D G,12.809581756591797
D N,11.961854934692383
D N,11.961854934692383
D R,5.053454399108887
D R,5.053454399108887
D W,6.545882225036621
D W,6.545882225036621
F L,4.985627174377441
F L,4.985627174377441
F N,13.629400253295898
F N,13.629400253295898
F R,4.816853046417236
F R,4.816853046417236
F W,8.967050552368164
F W,8.967050552368164
G L,6.132427215576172
G L,6.132427215576172
G R,4.858904838562012
G R,4.858904838562012
G W,6.556713581085205
G W,6.556713581085205
K L,5.285572052001953
K L,5.285572052001953
K M,12.389457702636719
K M,12.389457702636719
K R,4.004298210144043
K R,4.004298210144043
K W,5.208367347717285
K W,5.208367347717285
L M,10.82942008972168
L M,10.82942008972168
L N,11.48228645324707
L N,11.48228645324707
L T,11.802295684814453
L T,11.802295684814453
M L,7.067760467529297
M L,7.067760467529297
M R,6.625651836395264
M R,6.625651836395264
N L,7.285290718078613
N L,7.285290718078613
P K,12.657389640808105
P K,12.657389640808105
P L,4.720756530761719
P L,4.720756530761719
P R,3.6789445877075195
P R,3.6789445877075195
P W,8.035163879394531
P W,8.035163879394531
R D,10.561493873596191
R D,10.561493873596191
R G,12.407308578491211
R G,12.407308578491211
R L,8.472724914550781
R L,8.472724914550781
R N,11.01491928100586
R N,11.01491928100586
SH L,8.100074768066406
SH L,8.100074768066406
SH M,14.911706924438477
SH M,14.911706924438477
SH N,15.25045394897461
SH N,15.25045394897461
SH R,6.732289791107178
SH R,6.732289791107178
SH W,7.966422080993652
SH W,7.966422080993652
S M,5.750425815582275
S M,5.750425815582275
S N,6.014608383178711
S N,6.014608383178711
S W,5.753739356994629
S W,5.753739356994629
TH W,7.434344291687012
TH W,7.434344291687012
T L,6.405027389526367
T L,6.405027389526367
T R,4.599530220031738
T R,4.599530220031738
T W,6.354916572570801
T W,6.354916572570801
V L,7.264863967895508
V L,7.264863967895508
V R,6.6332502365112305
V R,6.6332502365112305
V W,9.987515449523926
V W,9.987515449523926
Z R,7.036317348480225
Z R,7.036317348480225
