B L,5.504403591156006
B L,5.504403591156006
B R,4.252072334289551
B R,4.252072334289551
B W,10.349411010742188
B W,10.349411010742188
D G,15.550517082214355
D G,15.550517082214355
D N,11.273630142211914
D N,11.273630142211914
D R,5.021123886108398
D R,5.021123886108398
D W,8.905889511108398
D W,8.905889511108398
F L,4.6981353759765625
F L,4.6981353759765625
F N,8.532569885253906
F N,8.532569885253906
F R,5.155498504638672
F R,5.155498504638672
F W,8.719156265258789
F W,8.719156265258789
G L,5.268118858337402
G L,5.268118858337402
G R,4.55922269821167
G R,4.55922269821167
G W,6.952117919921875
G W,6.952117919921875
K L,4.2767229080200195
K L,4.2767229080200195
K M,10.653707504272461
K M,10.653707504272461
K R,3.7615885734558105
K R,3.7615885734558105
K W,4.6880316734313965
K W,4.6880316734313965
L M,12.88564395904541
L M,12.88564395904541
L N,13.824052810668945
L N,13.824052810668945
L T,12.918169021606445
L T,12.918169021606445
M L,9.59031867980957
M L,9.59031867980957
M R,8.670272827148438
M R,8.670272827148438
N L,11.847515106201172
N L,11.847515106201172
P K,12.93720817565918
P K,12.93720817565918
P L,4.4740800857543945
P L,4.4740800857543945
P R,3.4155101776123047
P R,3.4155101776123047
P W,8.046395301818848
P W,8.046395301818848
R D,21.851871490478516
R D,21.851871490478516
R G,21.309499740600586
R G,21.309499740600586
R L,18.247676849365234
R L,18.247676849365234
R N,19.341476440429688
R N,19.341476440429688
SH L,8.412530899047852
SH L,8.412530899047852
SH M,10.688612937927246
SH M,10.688612937927246
SH N,10.051582336425781
SH N,10.051582336425781
SH R,9.113548278808594
SH R,9.113548278808594
SH W,9.129974365234375
SH W,9.129974365234375
S M,7.270634651184082
S M,7.270634651184082
S N,5.964760780334473
S N,5.964760780334473
S W,5.495475769042969
S W,5.495475769042969
TH W,9.078365325927734
TH W,9.078365325927734
T L,6.852005481719971
T L,6.852005481719971
T R,4.360673904418945
T R,4.360673904418945
T W,6.778986930847168
T W,6.778986930847168
V L,5.800975799560547
V L,5.800975799560547
V R,6.064577579498291
V R,6.064577579498291
V W,11.094687461853027
V W,11.094687461853027
Z R,7.275428295135498
Z R,7.275428295135498
